gene_id,non_coding,mzt_gene_class,hourly_wave,utr,s8mers,s7mera1,s7merm8,s6mer,s6mero,target
ENSDARG00000021985,no,maternal_zygotic,6,ENSDARG00000021985:UTR2,0,0,0,0,0,others
ENSDARG00000021991,no,maternal_zygotic,5,ENSDARG00000021991:UTR6,0,0,0,1,2,putative_targets
ENSDARG00000022020,no,maternal,not_assigned,ENSDARG00000022020:UTR3,0,0,0,0,0,others
ENSDARG00000022129,no,maternal_zygotic,4,ENSDARG00000022129:UTR7,0,0,0,0,1,putative_targets
ENSDARG00000022160,no,maternal,not_assigned,ENSDARG00000022160:UTR5,0,0,0,0,0,controls
ENSDARG00000022165,no,zygotic,7,ENSDARG00000022165:UTR5,0,0,0,0,0,others
ENSDARG00000022176,no,maternal,not_assigned,ENSDARG00000022176:UTR3,0,0,0,1,0,putative_targets
ENSDARG00000022177,no,maternal,not_assigned,ENSDARG00000022177:UTR4,0,0,0,0,0,others
ENSDARG00000022213,no,maternal_zygotic,6,ENSDARG00000022213:UTR2,0,0,0,0,0,others
ENSDARG00000022232,no,maternal_zygotic,5,ENSDARG00000022232:UTR2,0,0,0,0,0,controls
ENSDARG00000022254,no,maternal,not_assigned,ENSDARG00000022254:UTR3,0,0,0,1,2,known_target
ENSDARG00000022260,no,maternal,not_assigned,ENSDARG00000022260:UTR2,0,0,0,0,0,others
ENSDARG00000022280,no,maternal_zygotic,4,ENSDARG00000022280:UTR6,0,0,0,0,0,controls
ENSDARG00000022303,no,maternal_zygotic,4,ENSDARG00000022303:UTR4,0,0,0,1,0,putative_targets
ENSDARG00000022309,no,zygotic,6,ENSDARG00000022309:UTR2,0,0,0,0,0,controls
ENSDARG00000022315,no,maternal_zygotic,7,ENSDARG00000022315:UTR2,0,0,0,0,0,controls
ENSDARG00000022340,no,maternal,not_assigned,ENSDARG00000022340:UTR4,0,0,0,0,0,others
ENSDARG00000022350,no,maternal,not_assigned,ENSDARG00000022350:UTR1,0,0,0,0,1,putative_targets
ENSDARG00000022378,no,maternal,not_assigned,ENSDARG00000022378,0,0,0,0,0,others
ENSDARG00000022399,no,maternal_zygotic,6,ENSDARG00000022399:UTR4,0,0,0,0,0,others
ENSDARG00000022410,no,maternal_zygotic,5,ENSDARG00000022410:UTR3,0,0,0,0,0,others
ENSDARG00000022418,no,maternal,not_assigned,ENSDARG00000022418:UTR2,0,0,0,0,0,others
ENSDARG00000022424,no,maternal,not_assigned,ENSDARG00000022424:UTR4,0,0,0,0,0,others
ENSDARG00000022430,no,maternal_zygotic,5,ENSDARG00000022430:UTR2,0,0,0,0,0,others
ENSDARG00000022438,no,maternal_zygotic,5,ENSDARG00000022438:UTR2,0,0,0,0,0,others
ENSDARG00000022456,no,maternal,not_assigned,ENSDARG00000022456:UTR5,0,0,0,0,1,putative_targets
ENSDARG00000022466,no,maternal,not_assigned,ENSDARG00000022466:UTR2,0,0,0,0,1,putative_targets
ENSDARG00000022493,no,maternal,not_assigned,ENSDARG00000022493:UTR3,0,0,0,0,0,controls
ENSDARG00000022564,no,maternal_zygotic,6,ENSDARG00000022564:UTR2,0,0,0,0,0,controls
ENSDARG00000022599,no,maternal,not_assigned,ENSDARG00000022599:UTR7,0,0,0,0,0,others
ENSDARG00000022614,no,maternal_zygotic,6,ENSDARG00000022614:UTR5,0,0,0,0,0,others
ENSDARG00000022623,no,maternal,not_assigned,ENSDARG00000022623:UTR3,0,0,0,0,0,others
ENSDARG00000022648,no,maternal_zygotic,6,ENSDARG00000022648:UTR3,0,0,0,0,0,others
ENSDARG00000022652,no,maternal,not_assigned,ENSDARG00000022652:UTR2,0,0,0,1,0,putative_targets
ENSDARG00000022659,no,maternal_zygotic,not_assigned,ENSDARG00000022659:UTR3,0,0,0,0,0,others
ENSDARG00000022684,no,maternal_zygotic,4,ENSDARG00000022684:UTR8,0,0,0,0,0,others
ENSDARG00000022690,no,maternal_zygotic,5,ENSDARG00000022690:UTR2,0,0,0,0,1,putative_targets
ENSDARG00000022712,no,maternal,not_assigned,ENSDARG00000022712:UTR8,0,0,0,0,0,others
ENSDARG00000022763,no,maternal,not_assigned,ENSDARG00000022763:UTR7,0,0,0,0,1,putative_targets
ENSDARG00000022768,no,maternal_zygotic,5,ENSDARG00000022768:UTR7,0,0,0,0,1,putative_targets
ENSDARG00000022788,no,maternal_zygotic,5,ENSDARG00000022788:UTR2,0,0,0,0,0,others
ENSDARG00000022807,no,zygotic,6,ENSDARG00000022807:UTR7,0,0,0,0,0,others
ENSDARG00000022813,no,maternal,not_assigned,ENSDARG00000022813:UTR2,0,0,0,0,0,others
ENSDARG00000022832,no,maternal_zygotic,5,ENSDARG00000022832:UTR4,0,0,0,0,0,controls
ENSDARG00000022845,no,maternal,not_assigned,ENSDARG00000022845:UTR2,0,0,0,0,0,controls
ENSDARG00000022895,no,maternal,not_assigned,ENSDARG00000022895:UTR6,0,0,1,2,0,putative_targets
ENSDARG00000022918,no,maternal,not_assigned,ENSDARG00000022918:UTR2,0,0,0,0,0,others
ENSDARG00000022939,no,maternal_zygotic,6,ENSDARG00000022939:UTR5,0,0,0,0,0,others
ENSDARG00000022944,no,maternal,not_assigned,ENSDARG00000022944:UTR3,0,0,1,0,0,putative_targets
ENSDARG00000022952,no,maternal_zygotic,6,ENSDARG00000022952:UTR2,0,0,0,0,0,others
ENSDARG00000022968,no,maternal_zygotic,5,ENSDARG00000022968:UTR2,0,0,0,1,0,putative_targets
ENSDARG00000022970,no,maternal_zygotic,6,ENSDARG00000022970:UTR4,1,0,0,0,1,putative_targets
ENSDARG00000022974,no,maternal,not_assigned,ENSDARG00000022974:UTR6,0,0,0,0,0,others
ENSDARG00000022978,no,maternal_zygotic,7,ENSDARG00000022978:UTR2,0,0,0,0,0,others
ENSDARG00000022983,no,maternal_zygotic,6,ENSDARG00000022983:UTR8,0,0,0,0,0,others
ENSDARG00000022995,no,maternal_zygotic,7,ENSDARG00000022995:UTR4,0,0,0,1,0,putative_targets
ENSDARG00000023002,no,maternal_zygotic,6,ENSDARG00000023002:UTR2,0,0,0,0,0,others
ENSDARG00000023003,no,maternal_zygotic,6,ENSDARG00000023003:UTR2,0,0,0,0,0,others
ENSDARG00000023028,no,maternal_zygotic,5,ENSDARG00000023028:UTR2,0,0,0,0,0,others
ENSDARG00000023036,no,maternal_zygotic,6,ENSDARG00000023036:UTR5,0,0,0,0,1,putative_targets
ENSDARG00000023040,no,maternal,not_assigned,ENSDARG00000023040:UTR4,0,1,1,2,0,putative_targets
ENSDARG00000023058,no,maternal_zygotic,7,ENSDARG00000023058:UTR2,0,0,1,0,1,putative_targets
ENSDARG00000023110,no,maternal,not_assigned,ENSDARG00000023110:UTR5,0,0,0,0,0,others
ENSDARG00000023117,no,maternal_zygotic,7,ENSDARG00000023117:UTR2,0,0,0,0,0,others
ENSDARG00000023152,no,maternal,not_assigned,ENSDARG00000023152:UTR2,0,0,0,0,0,others
ENSDARG00000023160,no,maternal_zygotic,4,ENSDARG00000023160:UTR2,0,0,0,0,0,others
ENSDARG00000023190,no,maternal_zygotic,4,ENSDARG00000023190:UTR3,0,0,0,0,1,putative_targets
ENSDARG00000023214,no,maternal_zygotic,5,ENSDARG00000023214:UTR1,0,0,0,0,0,others
ENSDARG00000023220,no,maternal_zygotic,6,ENSDARG00000023220:UTR5,0,0,0,0,1,putative_targets
ENSDARG00000023237,no,maternal,not_assigned,ENSDARG00000023237:UTR3,0,0,0,1,1,putative_targets
ENSDARG00000023267,no,maternal,not_assigned,ENSDARG00000023267:UTR6,0,0,0,0,0,others
ENSDARG00000023279,no,zygotic,6,ENSDARG00000023279:UTR2,0,0,0,0,0,others
ENSDARG00000023290,no,maternal_zygotic,7,ENSDARG00000023290:UTR5,0,0,0,0,0,others
ENSDARG00000023298,no,maternal_zygotic,4,ENSDARG00000023298:UTR2,0,0,0,0,0,others
ENSDARG00000023299,no,maternal_zygotic,5,ENSDARG00000023299:UTR2,0,0,0,0,0,others
ENSDARG00000023303,no,maternal_zygotic,5,ENSDARG00000023303:UTR3,0,0,0,0,0,others
ENSDARG00000023309,no,maternal,not_assigned,ENSDARG00000023309:UTR2,0,0,0,0,0,others
ENSDARG00000023323,no,maternal_zygotic,5,ENSDARG00000023323:UTR5,0,0,0,0,2,putative_targets
ENSDARG00000023330,no,maternal_zygotic,4,ENSDARG00000023330:UTR2,0,0,0,0,0,others
ENSDARG00000023394,no,maternal_zygotic,6,ENSDARG00000023394:UTR3,0,0,0,0,1,putative_targets
ENSDARG00000023396,no,maternal,not_assigned,ENSDARG00000023396:UTR5,0,0,0,0,0,others
ENSDARG00000023443,no,maternal,not_assigned,ENSDARG00000023443:UTR3,0,0,0,0,0,others
ENSDARG00000023472,no,maternal_zygotic,5,ENSDARG00000023472:UTR4,0,0,0,0,0,others
ENSDARG00000023479,no,maternal,not_assigned,ENSDARG00000023479:UTR2,0,0,0,0,0,others
ENSDARG00000023498,no,maternal,not_assigned,ENSDARG00000023498:UTR2,0,0,0,0,0,others
ENSDARG00000023508,no,maternal_zygotic,not_assigned,ENSDARG00000023508:UTR4,0,0,0,0,0,controls
ENSDARG00000023532,no,maternal_zygotic,7,ENSDARG00000023532:UTR2,0,0,0,0,0,controls
ENSDARG00000023536,no,maternal,not_assigned,ENSDARG00000023536:UTR3,0,0,0,0,0,others
ENSDARG00000023546,no,maternal,not_assigned,ENSDARG00000023546:UTR4,0,0,0,0,0,others
ENSDARG00000023578,no,maternal,not_assigned,ENSDARG00000023578:UTR6,0,0,0,2,0,putative_targets
ENSDARG00000023583,no,maternal,not_assigned,ENSDARG00000023583:UTR2,0,0,1,0,0,putative_targets
ENSDARG00000023584,no,maternal_zygotic,6,ENSDARG00000023584:UTR3,0,0,0,0,0,controls
ENSDARG00000023591,no,maternal_zygotic,5,ENSDARG00000023591:UTR2,0,0,1,0,0,putative_targets
ENSDARG00000023600,no,maternal,not_assigned,ENSDARG00000023600:UTR5,0,0,0,0,0,others
ENSDARG00000023609,yes,maternal_zygotic,7,ENSDARG00000023609,0,0,0,0,0,others
ENSDARG00000023627,no,maternal_zygotic,6,ENSDARG00000023627:UTR4,0,0,0,0,0,others
ENSDARG00000023645,no,maternal_zygotic,5,ENSDARG00000023645:UTR9,0,0,0,0,0,others
ENSDARG00000023648,no,maternal_zygotic,4,ENSDARG00000023648:UTR7,0,0,0,1,0,putative_targets
ENSDARG00000023678,no,maternal_zygotic,6,ENSDARG00000023678:UTR3,0,0,0,0,0,others
ENSDARG00000023724,no,maternal_zygotic,6,ENSDARG00000023724:UTR4,0,0,0,1,1,putative_targets
ENSDARG00000023766,no,maternal,not_assigned,ENSDARG00000023766:UTR2,0,0,1,0,0,putative_targets
ENSDARG00000023768,no,maternal,not_assigned,ENSDARG00000023768:UTR2,0,0,0,0,0,others
ENSDARG00000023814,no,maternal_zygotic,6,ENSDARG00000023814:UTR5,0,0,0,0,1,putative_targets
ENSDARG00000023815,no,maternal,not_assigned,ENSDARG00000023815:UTR3,0,0,0,1,0,putative_targets
ENSDARG00000023840,no,maternal,not_assigned,ENSDARG00000023840:UTR3,1,0,0,0,1,putative_targets
ENSDARG00000023852,no,maternal_zygotic,5,ENSDARG00000023852:UTR4,0,0,0,1,0,known_target
ENSDARG00000023858,no,maternal_zygotic,6,ENSDARG00000023858:UTR2,0,0,0,0,0,others
ENSDARG00000023868,no,maternal,not_assigned,ENSDARG00000023868:UTR8,0,0,1,1,0,putative_targets
ENSDARG00000023878,no,maternal,not_assigned,ENSDARG00000023878:UTR5,0,0,0,0,0,others
ENSDARG00000023900,no,maternal,not_assigned,ENSDARG00000023900:UTR3,0,0,0,0,0,others
ENSDARG00000023920,no,maternal_zygotic,6,ENSDARG00000023920:UTR8,0,0,0,0,2,putative_targets
ENSDARG00000023927,no,maternal_zygotic,6,ENSDARG00000023927:UTR5,0,0,0,1,0,putative_targets
ENSDARG00000023950,no,maternal_zygotic,7,ENSDARG00000023950:UTR2,0,0,0,0,0,others
ENSDARG00000023958,no,maternal,not_assigned,ENSDARG00000023958:UTR7,0,0,0,0,0,controls
ENSDARG00000023967,no,maternal,not_assigned,ENSDARG00000023967:UTR4,0,0,0,0,0,others
ENSDARG00000023988,no,maternal_zygotic,5,ENSDARG00000023988:UTR3,0,0,1,1,1,putative_targets
ENSDARG00000023989,no,maternal,not_assigned,ENSDARG00000023989:UTR2,0,0,0,0,1,putative_targets
ENSDARG00000023999,no,maternal_zygotic,not_assigned,ENSDARG00000023999:UTR5,0,0,0,0,0,others
ENSDARG00000024026,no,maternal_zygotic,7,ENSDARG00000024026:UTR2,0,0,0,0,0,controls
ENSDARG00000024090,no,maternal,not_assigned,ENSDARG00000024090:UTR9,0,0,1,2,0,putative_targets
ENSDARG00000024109,no,maternal_zygotic,5,ENSDARG00000024109:UTR7,0,0,0,0,0,others
ENSDARG00000024112,no,maternal,not_assigned,ENSDARG00000024112:UTR1,0,0,1,0,0,putative_targets
ENSDARG00000024116,no,maternal,not_assigned,ENSDARG00000024116:UTR2,0,0,0,1,0,putative_targets
ENSDARG00000024124,no,maternal_zygotic,4,ENSDARG00000024124:UTR1,0,0,0,0,1,putative_targets
ENSDARG00000024184,no,maternal_zygotic,7,ENSDARG00000024184:UTR5,0,0,0,0,0,controls
ENSDARG00000024195,no,maternal,not_assigned,ENSDARG00000024195:UTR6,0,1,0,0,0,putative_targets
ENSDARG00000024204,no,zygotic,5,ENSDARG00000024204:UTR2,0,0,0,0,0,controls
ENSDARG00000024209,no,maternal_zygotic,6,ENSDARG00000024209:UTR3,0,0,0,1,0,putative_targets
ENSDARG00000024229,no,maternal,not_assigned,ENSDARG00000024229:UTR2,0,1,0,0,0,putative_targets
ENSDARG00000024277,no,maternal,not_assigned,ENSDARG00000024277:UTR2,0,0,0,0,0,controls
ENSDARG00000024278,no,maternal,not_assigned,ENSDARG00000024278:UTR5,0,0,0,0,0,others
ENSDARG00000024295,no,maternal,not_assigned,ENSDARG00000024295:UTR1,0,0,0,0,0,others
ENSDARG00000024299,no,maternal,not_assigned,ENSDARG00000024299:UTR9,0,0,0,1,2,putative_targets
ENSDARG00000024306,no,maternal_zygotic,5,ENSDARG00000024306:UTR5,0,0,0,0,0,others
ENSDARG00000024311,no,maternal,not_assigned,ENSDARG00000024311:UTR3,0,0,0,0,0,others
ENSDARG00000024314,no,maternal_zygotic,5,ENSDARG00000024314:UTR14,0,0,2,2,2,putative_targets
ENSDARG00000024317,no,maternal_zygotic,6,ENSDARG00000024317:UTR5,0,0,0,0,0,others
ENSDARG00000024324,no,maternal_zygotic,5,ENSDARG00000024324:UTR4,0,0,0,0,3,putative_targets
ENSDARG00000024325,no,maternal_zygotic,6,ENSDARG00000024325:UTR7,0,0,0,0,1,putative_targets
ENSDARG00000024365,no,maternal,not_assigned,ENSDARG00000024365:UTR2,0,0,0,0,0,others
ENSDARG00000024381,no,zygotic,6,ENSDARG00000024381:UTR2,0,0,0,0,1,putative_targets
ENSDARG00000024398,no,maternal,not_assigned,ENSDARG00000024398:UTR2,0,0,0,1,0,putative_targets
ENSDARG00000024416,no,maternal_zygotic,5,ENSDARG00000024416:UTR2,0,0,0,0,0,others
ENSDARG00000024443,no,maternal_zygotic,6,ENSDARG00000024443:UTR3,0,0,5,0,1,putative_targets
ENSDARG00000024465,no,maternal_zygotic,7,ENSDARG00000024465:UTR2,0,0,0,0,0,others
ENSDARG00000024471,no,maternal_zygotic,6,ENSDARG00000024471:UTR2,0,0,0,0,0,others
ENSDARG00000024478,no,maternal,not_assigned,ENSDARG00000024478:UTR2,0,0,0,0,0,controls
ENSDARG00000024488,no,maternal_zygotic,4,ENSDARG00000024488:UTR3,0,0,0,0,0,others
ENSDARG00000024540,no,maternal_zygotic,7,ENSDARG00000024540:UTR2,0,0,0,0,0,controls
ENSDARG00000024561,no,maternal_zygotic,5,ENSDARG00000024561:UTR8,0,0,0,0,0,controls
ENSDARG00000024564,no,maternal,not_assigned,ENSDARG00000024564:UTR2,0,0,0,0,0,others
ENSDARG00000024598,no,maternal_zygotic,5,ENSDARG00000024598:UTR2,0,0,0,0,0,others
ENSDARG00000024602,no,zygotic,7,ENSDARG00000024602:UTR2,0,0,0,0,0,others
ENSDARG00000024642,no,maternal_zygotic,5,ENSDARG00000024642:UTR3,0,0,0,0,0,others
ENSDARG00000024651,no,maternal_zygotic,4,ENSDARG00000024651:UTR5,0,0,1,0,0,putative_targets
ENSDARG00000024654,no,maternal,not_assigned,ENSDARG00000024654:UTR3,0,0,0,0,0,others
ENSDARG00000024669,no,maternal_zygotic,4,ENSDARG00000024669:UTR3,0,0,0,0,0,controls
ENSDARG00000024681,no,maternal_zygotic,5,ENSDARG00000024681:UTR4,0,0,0,0,0,controls
ENSDARG00000024693,no,maternal_zygotic,5,ENSDARG00000024693:UTR3,0,0,0,0,0,others
ENSDARG00000024694,no,maternal,not_assigned,ENSDARG00000024694:UTR6,0,0,0,1,0,putative_targets
ENSDARG00000024717,no,maternal,not_assigned,ENSDARG00000024717:UTR2,0,0,0,0,0,others
ENSDARG00000024728,no,maternal,not_assigned,ENSDARG00000024728:UTR4,0,0,1,0,0,putative_targets
ENSDARG00000024785,no,maternal,not_assigned,ENSDARG00000024785:UTR11,0,0,1,0,3,putative_targets
ENSDARG00000024815,no,maternal,not_assigned,ENSDARG00000024815:UTR2,0,0,0,0,0,others
ENSDARG00000024828,no,maternal_zygotic,5,ENSDARG00000024828:UTR7,0,0,1,1,0,putative_targets
ENSDARG00000024844,no,maternal_zygotic,5,ENSDARG00000024844:UTR10,0,0,0,0,1,putative_targets
ENSDARG00000024846,no,maternal_zygotic,6,ENSDARG00000024846:UTR2,0,0,0,0,1,putative_targets
ENSDARG00000024874,no,maternal_zygotic,not_assigned,ENSDARG00000024874:UTR3,0,0,1,3,1,known_target
ENSDARG00000024877,no,maternal,not_assigned,ENSDARG00000024877:UTR3,0,0,1,1,0,putative_targets
ENSDARG00000024895,no,maternal_zygotic,5,ENSDARG00000024895:UTR3,0,0,0,0,0,others
ENSDARG00000024904,no,maternal_zygotic,5,ENSDARG00000024904:UTR7,0,0,0,0,0,others
ENSDARG00000024920,no,maternal_zygotic,5,ENSDARG00000024920:UTR3,0,0,0,0,1,putative_targets
ENSDARG00000024933,no,maternal_zygotic,5,ENSDARG00000024933:UTR2,0,0,1,0,0,putative_targets
ENSDARG00000024940,no,maternal_zygotic,6,ENSDARG00000024940:UTR4,0,0,0,0,0,controls
ENSDARG00000024964,no,maternal,not_assigned,ENSDARG00000024964:UTR6,0,0,0,1,0,putative_targets
ENSDARG00000024966,no,maternal_zygotic,7,ENSDARG00000024966:UTR3,0,0,1,0,0,putative_targets
ENSDARG00000024967,no,maternal,not_assigned,ENSDARG00000024967:UTR2,0,0,0,0,0,others
ENSDARG00000025011,no,maternal,not_assigned,ENSDARG00000025011:UTR4,0,0,0,0,1,putative_targets
ENSDARG00000025012,no,maternal,not_assigned,ENSDARG00000025012:UTR4,0,1,1,0,0,putative_targets
ENSDARG00000025032,no,maternal_zygotic,7,ENSDARG00000025032:UTR7,1,0,2,1,0,putative_targets
ENSDARG00000025033,no,maternal_zygotic,6,ENSDARG00000025033:UTR3,0,0,2,0,0,putative_targets
ENSDARG00000025043,no,maternal,not_assigned,ENSDARG00000025043:UTR5,1,0,0,1,0,putative_targets
ENSDARG00000025071,no,maternal_zygotic,6,ENSDARG00000025071:UTR5,0,0,0,0,0,others
ENSDARG00000025073,no,maternal_zygotic,4,ENSDARG00000025073:UTR6,0,0,0,0,0,others
ENSDARG00000025074,no,maternal,not_assigned,ENSDARG00000025074:UTR1,0,0,0,0,0,others
ENSDARG00000025076,no,maternal,not_assigned,ENSDARG00000025076:UTR6,0,0,0,0,1,putative_targets
ENSDARG00000025081,no,maternal_zygotic,7,ENSDARG00000025081:UTR4,0,0,0,0,0,others
ENSDARG00000025091,no,maternal,not_assigned,ENSDARG00000025091:UTR7,0,0,1,1,0,known_target
ENSDARG00000025094,no,maternal,not_assigned,ENSDARG00000025094:UTR2,0,0,0,0,0,others
ENSDARG00000025174,no,maternal_zygotic,4,ENSDARG00000025174:UTR3,0,0,0,1,0,putative_targets
ENSDARG00000025212,no,maternal,not_assigned,ENSDARG00000025212:UTR5,0,0,0,0,0,others
ENSDARG00000025220,no,maternal_zygotic,6,ENSDARG00000025220:UTR7,0,0,0,0,0,others
ENSDARG00000025226,no,maternal_zygotic,5,ENSDARG00000025226:UTR8,0,0,0,0,0,others
ENSDARG00000025233,no,maternal,not_assigned,ENSDARG00000025233:UTR2,0,0,0,0,0,others
ENSDARG00000025269,no,maternal_zygotic,7,ENSDARG00000025269:UTR2,0,1,0,1,2,known_target
ENSDARG00000025285,no,maternal,not_assigned,ENSDARG00000025285:UTR2,0,0,0,0,0,controls
ENSDARG00000025326,no,maternal_zygotic,5,ENSDARG00000025326:UTR5,0,0,0,0,0,others
ENSDARG00000025332,no,maternal_zygotic,6,ENSDARG00000025332:UTR2,0,0,0,0,0,controls
ENSDARG00000025338,no,maternal,not_assigned,ENSDARG00000025338:UTR4,0,0,0,1,1,putative_targets
ENSDARG00000025340,no,maternal_zygotic,5,ENSDARG00000025340:UTR4,0,0,0,0,0,controls
ENSDARG00000025346,no,maternal,not_assigned,ENSDARG00000025346,0,0,0,0,0,others
ENSDARG00000025350,no,maternal_zygotic,5,ENSDARG00000025350:UTR3,1,0,0,0,0,putative_targets
ENSDARG00000025372,no,zygotic,4,ENSDARG00000025372:UTR1,0,0,0,0,0,controls
ENSDARG00000025375,no,maternal_zygotic,6,ENSDARG00000025375:UTR3,0,0,0,1,1,putative_targets
ENSDARG00000025383,no,maternal_zygotic,not_assigned,ENSDARG00000025383:UTR2,0,0,0,0,0,controls
ENSDARG00000025386,no,maternal,not_assigned,ENSDARG00000025386:UTR3,0,0,0,2,1,known_target
ENSDARG00000025391,no,maternal_zygotic,5,ENSDARG00000025391:UTR2,0,0,0,0,0,others
ENSDARG00000025397,no,maternal_zygotic,4,ENSDARG00000025397:UTR12,0,0,0,0,0,controls
ENSDARG00000025403,no,maternal_zygotic,4,ENSDARG00000025403:UTR5,0,0,0,0,1,putative_targets
ENSDARG00000025404,no,maternal,not_assigned,ENSDARG00000025404:UTR2,0,0,1,0,0,putative_targets
ENSDARG00000025421,no,maternal_zygotic,6,ENSDARG00000025421:UTR3,0,0,0,1,0,putative_targets
ENSDARG00000025436,no,maternal_zygotic,5,ENSDARG00000025436:UTR7,0,0,0,0,0,others
ENSDARG00000025467,no,maternal_zygotic,5,ENSDARG00000025467:UTR5,0,0,0,0,0,controls
ENSDARG00000025495,no,maternal,not_assigned,ENSDARG00000025495:UTR3,0,0,1,1,0,putative_targets
ENSDARG00000025500,no,maternal,not_assigned,ENSDARG00000025500:UTR2,0,0,1,1,1,putative_targets
ENSDARG00000025507,no,maternal_zygotic,6,ENSDARG00000025507:UTR5,0,0,0,1,0,putative_targets
ENSDARG00000025518,no,maternal,not_assigned,ENSDARG00000025518:UTR4,0,0,0,0,0,others
ENSDARG00000025522,no,maternal_zygotic,4,ENSDARG00000025522:UTR6,0,0,1,0,0,putative_targets
ENSDARG00000025535,no,maternal_zygotic,5,ENSDARG00000025535:UTR5,0,0,0,1,0,putative_targets
ENSDARG00000025554,no,maternal_zygotic,5,ENSDARG00000025554:UTR4,0,0,0,0,0,others
ENSDARG00000025566,no,maternal_zygotic,4,ENSDARG00000025566:UTR5,0,0,0,0,0,others
ENSDARG00000025567,no,maternal_zygotic,6,ENSDARG00000025567:UTR11,0,0,1,1,0,putative_targets
ENSDARG00000025576,no,maternal,not_assigned,ENSDARG00000025576:UTR3,0,0,1,0,1,known_target
ENSDARG00000025577,no,zygotic,7,ENSDARG00000025577:UTR5,0,0,0,0,0,others
ENSDARG00000025581,no,maternal_zygotic,4,ENSDARG00000025581:UTR9,0,0,0,0,0,others
ENSDARG00000025593,no,maternal_zygotic,7,ENSDARG00000025593:UTR2,0,0,0,0,2,putative_targets
ENSDARG00000025595,no,maternal,not_assigned,ENSDARG00000025595,0,0,0,0,0,others
ENSDARG00000025605,no,maternal_zygotic,6,ENSDARG00000025605:UTR2,0,0,0,0,0,others
ENSDARG00000025641,no,maternal_zygotic,7,ENSDARG00000025641:UTR4,0,0,0,0,0,others
ENSDARG00000025670,no,zygotic,5,ENSDARG00000025670:UTR1,0,0,0,1,0,putative_targets
ENSDARG00000025693,no,maternal_zygotic,5,ENSDARG00000025693:UTR6,0,1,0,2,1,putative_targets
ENSDARG00000025699,no,maternal_zygotic,5,ENSDARG00000025699:UTR6,0,0,0,0,0,others
ENSDARG00000025718,no,maternal_zygotic,5,ENSDARG00000025718:UTR2,0,0,0,0,0,others
ENSDARG00000025754,no,maternal_zygotic,5,ENSDARG00000025754:UTR9,0,0,0,0,1,putative_targets
ENSDARG00000025766,no,maternal,not_assigned,ENSDARG00000025766:UTR11,1,0,0,2,1,known_target
ENSDARG00000025788,no,maternal,not_assigned,ENSDARG00000025788:UTR2,0,1,0,0,0,putative_targets
ENSDARG00000025789,no,maternal_zygotic,5,ENSDARG00000025789:UTR4,0,0,0,0,0,others
ENSDARG00000025797,no,maternal,not_assigned,ENSDARG00000025797:UTR5,0,0,0,0,0,controls
ENSDARG00000025808,no,maternal_zygotic,7,ENSDARG00000025808:UTR3,0,0,0,0,0,others
ENSDARG00000025820,no,maternal_zygotic,6,ENSDARG00000025820:UTR3,0,0,0,0,0,others
ENSDARG00000025824,no,maternal_zygotic,5,ENSDARG00000025824:UTR7,0,0,0,0,0,others
ENSDARG00000025850,no,maternal_zygotic,4,ENSDARG00000025850:UTR6,0,0,0,0,0,others
ENSDARG00000025854,no,maternal_zygotic,5,ENSDARG00000025854:UTR3,0,0,0,0,0,others
ENSDARG00000025858,no,maternal_zygotic,6,ENSDARG00000025858:UTR4,1,0,0,3,0,putative_targets
ENSDARG00000025859,no,maternal,not_assigned,ENSDARG00000025859:UTR2,0,0,0,0,0,others
ENSDARG00000025889,no,maternal,not_assigned,ENSDARG00000025889:UTR2,0,0,1,0,1,putative_targets
ENSDARG00000025902,no,maternal,not_assigned,ENSDARG00000025902:UTR10,0,0,0,0,1,putative_targets
ENSDARG00000025904,no,maternal_zygotic,7,ENSDARG00000025904:UTR5,0,0,0,0,0,others
ENSDARG00000025948,no,maternal,not_assigned,ENSDARG00000025948:UTR4,0,0,0,0,1,putative_targets
ENSDARG00000025953,no,maternal,not_assigned,ENSDARG00000025953:UTR3,0,0,0,0,0,others
ENSDARG00000025972,no,maternal_zygotic,7,ENSDARG00000025972:UTR2,0,0,0,0,0,others
ENSDARG00000025977,no,maternal_zygotic,7,ENSDARG00000025977:UTR6,0,0,0,0,0,others
ENSDARG00000026024,no,maternal_zygotic,6,ENSDARG00000026024:UTR4,0,0,0,0,0,controls
ENSDARG00000026048,no,maternal,not_assigned,ENSDARG00000026048:UTR5,0,0,1,1,1,known_target
ENSDARG00000026068,no,maternal,not_assigned,ENSDARG00000026068:UTR7,0,0,0,0,0,others
ENSDARG00000026070,no,maternal,not_assigned,ENSDARG00000026070:UTR4,1,0,2,1,0,known_target
ENSDARG00000026072,no,maternal_zygotic,6,ENSDARG00000026072:UTR2,0,0,0,0,0,controls
ENSDARG00000026090,no,zygotic,6,ENSDARG00000026090:UTR5,0,0,0,0,0,controls
ENSDARG00000026109,no,maternal_zygotic,6,ENSDARG00000026109:UTR4,0,0,1,0,0,putative_targets
ENSDARG00000026137,no,maternal,not_assigned,ENSDARG00000026137:UTR3,0,1,0,1,0,putative_targets
ENSDARG00000026149,no,maternal,not_assigned,ENSDARG00000026149,0,0,0,0,0,others
ENSDARG00000026170,no,maternal,not_assigned,ENSDARG00000026170:UTR5,0,0,2,1,1,putative_targets
